"id_scheda","nctn","inv","suf","l4","l3","piano","sala","vetrina","comune","geonote","scan","dsca","dscd","dtzgi","dtzgf","dtzs","dtsi","dtsf","dtm","materia","tecnica","misa","misl","misp","misd","deso","stcc","stcl","adsp","adsm","cmpd","cmpn","fur","cdgg"
442,333437,5480,,595,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,8,25,"colombino","8.4","6.3","0.8",,"frammento di ciotola in impasto di facies appenninica. Di esso si conserva la carena a spigolo vivo e la vasca  rettilinea decorata a intaglio con bande campite a zig zag vuoti e triangoli campiti a puntini impressi",8,3,1,1,2020-09-01,43,39,1
443,333432,5444,,494,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,8,25,"colombino","2.4",,"0.7","5.8","coperchio di forma piano-convessa in impasto di facies appenninica. Ha coppia di presine quadrangolari con fori trasversali passanti impostate sulla faccia superiore",1,3,1,1,2020-09-01,43,39,1
444,333434,5447,,494,43,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,8,25,"colombino","3.8",,"0.9","5.4","coperchio di forma conica in impasto di facies appenninica. Ha coppia di presine quadrangolari a doppia perforazione longitudinale impostate lungo il bordo  ",2,3,1,1,2020-09-01,43,39,1
445,333447,5591,,914,1,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,11,186,"levigatura","3.8",,"0.3","5.4","frammento di elemento ornamentale  di forma subtrapezoidale, con gancio di forma triangolare a una estremità",3,3,1,1,2020-09-01,43,39,1
446,333719,5612,,762,49,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",15,17,12,1500,1300,11,186,"levigatura","11.5","2.7","0.4",,"spatola ricavata da porzione ossea levigata, con una estremità arrotondata e l'altra rotta",3,3,1,1,2020-09-01,43,39,1
447,333505,7663,,803,53,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",17,19,10,1300,1100,11,34,"fusione","14.4","0.3","0.3",,"frammento di lesina a sezione circolare con una estremità rotta ",3,3,1,1,2020-09-01,43,39,1
448,333504,7662,,266,33,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",17,19,10,1300,1100,11,34,"fusione","12.7","0.5","0.5",,"scalpello con asta sottile a sezione rettangolare con estremità inferiore appiattita",2,3,1,1,2020-09-01,43,39,1
449,333507,7661,,266,33,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",20,21,10,1000,900,11,34,"fusione","7.9","1.3","0.7",,"scalpello semplice di cui si conserva il codolo a sezione quadrangolare distinto dal corpo tramite doppio listello (fermo) e parte del corpo a sezione anch'essa quadrangolare",8,3,1,1,2020-09-01,43,39,1
450,333047,7657,,353,36,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",17,19,10,1300,1100,11,34,"fusione","6.1","2.7","0.3",,"lama di pugnale a base semplice con angoli arrotondati di cui uno rotto, attraversata da due chiodini di fissaggio. Ha profilo triangolare con costolatura mediana, margini diritti convergenti in prossimità della punta ",2,3,1,1,2020-09-01,43,39,1
451,333048,7658,,353,36,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",17,19,10,1300,1100,11,34,"fusione","8.2","3.5","0.6",,"lama di pugnale con base e angoli parzialmente rotti, attraversata da due chiodini di fissaggio. Ha profilo triangolare e presenta costolatura mediana, margini diritti, punta rotta",3,3,1,1,2020-09-01,43,39,1
452,333503,7660,,307,35,3,2,11,45,"Porto Perone","Porto Perone","Quintino Quagliati","1902-1903",17,19,10,1300,1100,11,34,"fusione","8.6","2.7","0.3",,"frammento di falcetto con lama curva e con due nervature parallele ",3,3,1,1,2020-09-01,43,39,1
453,333428,5252,,492,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,19,20,10,1100,1000,8,25,"colombino","27.9",,"0.5",27,"grande contenitore con profilo biconico in impasto con collo troncoconico privo di orlo, spalla arrotondata, anse a maniglia orizzontale (di cui una mancante) impostate sulla carena arrotondata e decorato con 2 coppie di bugne coniche sulla spalla; fondo piatto.",3,3,1,1,2020-09-02,43,39,1
454,333474,5927,,586,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,19,20,10,1100,1000,8,25,"colombino","28.7","15.2","0.9",,"scodellone troncoconico con orlo dal labbro obliquo e appiattito, ansa a maniglia sopraelevata sull'orlo e decorata a costolature ",9,3,1,1,2020-09-02,43,39,1
455,333460,5713,,595,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,19,20,10,1100,1000,8,25,"colombino","4.8",,"0.7","12.2","tazza in impasto con orlo svasato, bassa carena arrotondata, fondo con omphalos decorato sulla carena arrotondata con fasci di solcature oblique convergenti pendenti da solcatura orizzontale",6,3,1,1,2020-09-03,43,39,1
456,333462,5730,,595,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1500,1300,8,25,"colombino","9.5",,"0.5","16.1","tazza in impasto di facies appenninica con orlo a tesa, carena a risega, ansa a nastro sopraelevato con foro circolare passante, margini rilevati e apici revoluti a lobo, fondo convesso",10,3,1,1,2020-09-03,43,39,1
457,333429,5381,,453,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1500,1300,8,25,"colombino","5.5",,"0.4","9.4","frammento di attingitoio in impasto di facies protoappenninica privo del manico con orlo svasato, bassa carena arrotondata, fondo convesso",3,3,1,1,2020-09-02,43,39,1
458,333475,5929,,568,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,19,20,10,1100,1000,8,25,"colombino","10.6",,"1.1","16.7","frammento di pithos in impasto con orlo diritto, labbro appiattito, decorato lungo l'orlo con bugne circolari e sulla parete con cordoni lisci rilevati obliqui paralleli pendenti da cordone liscio orizzontale lungo l'orlo",6,3,1,1,2020-09-03,43,39,1
459,333476,5971,,494,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1650,1300,8,25,"colombino",,,"0.8","9.7","coperchio di forma circolare con facce appiattite, presina cilindrica centrale e due fori simmetrici lungo il bordo arrotondato",2,3,1,1,2020-09-03,43,39,1
460,333456,5691,,494,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1650,1300,8,25,"colombino",,,"0.7",16,"coperchio di forma circolare con profilo piano-convesso, grande foro circolare centrale, ansa a maniglia impostata sulla faccia superiore, tra orlo e bordo arrotondato, margini arrotondati",4,3,1,1,2020-09-03,43,39,1
461,333427,5250,,595,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1650,1300,8,25,"colombino",11,,"0.7","10.2","tazza in impasto con orlo leggermente estroflesso, labbro ingrossato, parete e vasca rettilinee, alta carena arrotondata, ansa a nastro corto verticale impostata tra orlo e carena, fondo piatto, decorato con cordone plastico liscio leggermente ondulato ",10,3,1,1,2020-09-02,43,39,1
462,333465,5746,,485,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1500,1300,8,25,"colombino","6.7","12.3","0.6",,"ciotola carenata in impasto di facies appenninica con orlo a tesa, parete rettilinea decorata a intaglio con banda orizzontale campita a motivi spiraliformi e breve segmento di linea ondulata sull'orlo",6,3,1,1,2020-09-02,43,39,1
463,333466,5749,,485,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1500,1300,8,25,"colombino","7.9","7.8","0.5",,"ciotola carenata in impasto di facies appenninica con orlo a tesa, parete rettilinea decorata a intaglio con banda orizzontale campita a motivi a uncino e triangoli vuoti e campiti a puntini e con traccia di incrostazione bianca",8,3,1,1,2020-09-02,43,39,1
464,333471,5853,,607,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","7.4",,"0.6","6.4","vasetto biconico in impasto di facies protoappenninica con orlo svasato, ansa a nastro  impostata tra orlo e carena con apici a rotella rotti, fondo con omphalos ",4,3,1,1,2020-09-02,43,39,1
465,333478,7005,,595,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","6.9",,"0.7","12.2","tazza in impasto di facies protoappenninica con orlo svasato, carena a spigolo vivo, ansa a nastro sopraelevato con margini ispessiti e apici a lobo semicircolare impostata tra orlo e carena, fondo piatto",1,3,1,1,2020-09-02,43,39,1
466,333482,7040,,595,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","14.6",,"0.5","15.6","tazza in impasto di facies protoappenninica con orlo svasato, corpo globulare, ansa a nastro sopraelevato con base trapezoidale, fondo concavo",10,3,1,1,2020-09-02,43,39,1
467,333464,5744,,467,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1650,1300,8,25,"colombino","14.5",,"0.7","11.6","brocchetta in impasto con orlo a tesa, breve colletto concavo, corpo globulare, attacco di ansa sulla spalla, fondo piatto. Il corpo è decorato con linea orizzontale incisa alla base del collo e, sotto, incisioni a chevrons",10,3,1,1,2020-09-03,43,39,1
468,333483,7099,,239,33,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,20,10,1300,1000,8,196,"levigatura","13.4","4.5","3.2",,"Affilatoio di forma parallelepipeda a sezione rettangolare incavato nella parte mediana e con foro circolare passante presso una estremità. Ha superfici piatte e lisciate",1,3,1,1,2020-09-03,43,39,1
469,333459,5703,,239,33,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,20,10,1300,1000,8,196,"levigatura","9.2",5,"2.7",,"Affilatoio di forma parallelepipeda a sezione  rettangolare con superfici piatte e lisciate",1,3,1,1,2020-09-03,43,39,1
470,333448,5618,,607,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,8,25,"colombino","13.3","6.2","2.4",,"frammento di vaso in impasto di facies subappenninica di cui si conserva parte della parete con ansa a nastro con sopraelevazione a mazzuolo decorato, sulla faccia esterna, con piccola bugna quadrangolare e a solcature con fasci di linee orizzontali o formanti motivi angolari su entrambe le facce, interna e esterna ",8,3,1,1,2020-09-02,43,39,1
471,333463,5738,,485,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","12.3",10,"0.9",,"frammento di ciotola in impasto di facies protoappenninica di cui si conserva il manico a nastro sopraelevato sull'orlo con fori triangolari e ampia sella sulla sommità; margini ingrossati e revoluti con fori circolari",8,3,1,1,2020-09-02,43,39,1
472,333473,5916,,453,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","14.1","7.1","0.9",,"frammento di attingitoio in impasto di facies protoappenninica di cui si conserva l'ansa a nastro con sopraelevazione asciforme con foro triangolare mediano con vertice in basso",8,3,1,1,2020-09-02,43,39,1
473,333479,7010,,485,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","9.3","13.9","0.8",,"frammento di ciotola in impasto di facies protoappenninica di cui si conserva l'orlo svasato e l'ansa a nastro con coppia di fori impostata tra orlo e carena e con apici con sommità appiattita ed espansa ",8,3,1,1,2020-09-02,43,39,1
474,333480,,,607,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,19,20,10,1100,1000,8,25,"colombino","5.2",,,14,"frammento di vaso in impasto di cui si conserva solo parte dell'ansa con appendice zoomorfa a testa di papera priva del becco e con cerchielli incisi per rendere gli occhi",8,3,1,1,2020-09-02,43,39,1
475,333467,5754,,918,65,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1500,1300,8,25,"colombino","6.2",,"0.7",12,"frammento di sostegno a clessidra in impasto di facies appenninica di cui si conserva solo uno dei coni. Ha forma troncoconica con pareti leggermente convesse, orlo con labbro arrotondato ed è decorato a intaglio con bande vuote e bande campite a zig zag vuoti e triangoli riempiti di punti impressi",3,3,1,1,2020-09-02,43,39,1
476,333468,5755,,918,65,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,17,12,1500,1300,8,25,"colombino","11.5",,"0.8","13.7","sostegno a clessidra con coni troncoconici comunicanti e orlo con labbro appiattito. Presenta un foro circolare realizzato sulla parete nei pressi della base",6,3,1,1,2020-09-02,43,39,1
477,333477,5990,,490,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","8.3","11.8","0.8",,"frammento di colino in impasto a pareti convesse con orlo con labbro appiattito, fori circolari passanti realizzati sulla parete",8,3,1,1,2020-09-02,43,39,1
478,333472,5905,,578,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","4.2",,"0.9",11,"saliera in impasto con orlo diritto, labbro appiattito, vasca con setti verticali mediani, decorata con piccole bugne circolari sull'orlo. Superfici corrose",2,3,1,1,2020-09-03,43,39,1
479,333461,5715,,578,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","3.5",,"0.8","7.2","saliera con orlo diritto, labbro appiattito, pareti convesse, fondo rilevato su tre piedi cilindrici ",1,3,1,1,2020-09-03,43,39,1
480,333481,7033,,578,43,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,15,13,1650,1500,8,25,"colombino","3.6",11,1,,"frammento di saliera di forma ellissoidale, con orlo diritto, labbro arrotondato, vasca con setto verticale mediano, fondo piatto",3,3,1,1,2020-09-03,43,39,1
481,333455,5689,,250,33,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,8,25,"colombino","18.5","12.7","3.9",,"frammento di fornello tripode di cui si conserva parte del diaframma con due fori circolari passanti, decorato con cordone sulla faccia superiore e, su un margine laterale, fila di tacche. Traccia dei piedi",8,3,1,1,2020-09-03,43,39,1
482,333458,5694,,842,58,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","7.6","19.5",,"1.8","porzione di palco di cervo con tracce di lavorazione. Appare segato su due margini",1,3,1,1,2020-09-03,43,39,1
483,333486,7109,,19,1,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","13.4","1.4","0.5",,"spillone in osso con gambo a sezione circolare, testa triangolare appiattita, punta acuminata",1,3,1,1,2020-09-03,43,39,1
484,333487,7116,,19,1,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,186,"levigatura","1.1",,,"4.4","testa di spillone in osso a ruota raggiata",10,3,1,1,2020-09-03,43,39,1
485,333484,7101,,891,64,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","9.9","3.6","2.7",,"porzione di corno di cervo segato lateralmente",1,3,1,1,2020-09-03,43,39,1
486,333485,7105,,891,64,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,186,"levigatura","11.4","3.3","0.6",,"manico ricavato da corno di cervo interamente levigato e con decorazione coprente a fasci di linee oblique convergenti incise",2,3,1,1,2020-09-03,43,39,1
487,333457,5692,,891,64,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,17,19,10,1300,1100,11,186,"levigatura","9.3","2.3","0.8",,"manico in osso di forma romboidale allungata e base quadrangolare con decorazione coprente costituita da cerchielli con punto centrale ",6,3,1,1,2020-09-03,43,39,1
488,333709,203699,,44,1,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","2.4","7.9","0.4",,"Placchetta ricavata da canino di cinghiale sezionato longitudinalmente, levigato e forato a una estremità",2,3,1,1,2020-09-04,43,39,1
489,333710,203700,"a",43,4,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","4.9","1.3","0.8",,"pendente ottenuto su canino di cinghiale, forato alla radice",1,3,1,1,2020-09-04,43,39,1
490,333711,203700,"b",43,4,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","3.6","0.8","0.5",,"pendente ottenuto su canino di Canis familiaris, forato alla radice ",1,3,1,1,2020-08-10,43,39,1
491,333190,203599,,263,33,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","13.2","3.2","1.6",,"punteruolo ottenuto da osso lungo sezionato longitudinalmente con margini levigati paralleli e estremità acuminata conica",2,3,1,1,2020-09-04,43,39,1
492,333188,203592,,762,49,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","12.8","1.3","0.6",,"spatola ottenuta da osso lungo sezionato longitudinalmente con margini levigati paralleli, una estremità arrotondata, l'altra assottigliata con taglio obliquo ",1,3,1,1,2020-09-04,43,39,1
493,333189,203593,,263,33,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","14.2","1.3","0.8",,"punteruolo ottenuto da osso lungo sezionato longitudinalmente con margini levigati paralleli e estremità acuminata conica mentre l'altra estremità è lavorata a formare una superficie triangolare",1,3,1,1,2020-09-04,43,39,1
494,333191,203665,,263,33,3,2,12,108,"Scoglio del Tonno","Scoglio del Tonno","Quintino Quagliati",1899,15,19,12,1650,1100,11,186,"levigatura","7.2","1.1","0.5",,"punteruolo laterale ottenuto da osso sezionato longitudinalmente e trasversalmente sia dalla parte prossimale che distale, levigato e con estremità acuminata e appiattita",2,3,1,1,2020-09-04,43,39,1
